,Date,Area_Code,Total_Condo_Sold_Number,Avg_Price,Med_Price,Prime_Rate,Inflation,GDP,Metal_Price,NASDAQ,Ontario_Immigrants_International,Toronto_Median_Age,UT_Total_Enrollment,Toronto_Participation_Rate,Toronto_Employment_Rate,Toronto_Population,New_Units_Number_Planned,New_Units_Number_Construction
0,2001-01-01,E02,5.0,214180.0,229000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
1,2001-01-01,W09,15.0,108467.0,93000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
2,2001-01-01,W08,18.0,218839.0,150000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
3,2001-01-01,W07,1.0,179500.0,179500.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
4,2001-01-01,W06,15.0,224660.0,190000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
5,2001-01-01,E06,0.0,0.0,0.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
6,2001-01-01,W05,17.0,107088.0,117000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
7,2001-01-01,W03,4.0,126625.0,116500.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
8,2001-01-01,W01,4.0,188875.0,188250.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
9,2001-01-01,E11,24.0,115948.0,117450.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
10,2001-01-01,E10,3.0,119300.0,124000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
11,2001-01-01,E09,28.0,155529.0,155950.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
12,2001-01-01,E08,18.0,142147.0,131500.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
13,2001-01-01,W04,17.0,111253.0,116500.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
14,2001-01-01,C01,63.0,274706.0,200000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
15,2001-01-01,E03,23.0,134693.0,127000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
16,2001-01-01,W10,25.0,118380.0,120000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
17,2001-01-01,C02,8.0,339563.0,249000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
18,2001-01-01,All,528.0,185757.6686,NA,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
19,2001-01-01,W02,0.0,0.0,0.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
20,2001-01-01,E01,2.0,144950.0,144950.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
21,2001-01-01,C15,21.0,198100.0,153900.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
22,2001-01-01,C14,39.0,218062.0,212000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
23,2001-01-01,C13,11.0,172909.0,160000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
24,2001-01-01,C12,0.0,0.0,0.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
25,2001-01-01,C03,1.0,435718.0,435718.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
26,2001-01-01,C10,9.0,243633.0,215000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
27,2001-01-01,E07,16.0,159788.0,157750.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
28,2001-01-01,C08,49.0,217583.0,194000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
29,2001-01-01,C07,17.0,201600.0,196000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
30,2001-01-01,C06,1.0,168000.0,168000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
31,2001-01-01,C04,9.0,248444.0,196000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
32,2001-01-01,E04,23.0,124935.0,123000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
33,2001-01-01,C11,12.0,128800.0,117350.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
34,2001-01-01,E05,27.0,172778.0,169000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
35,2001-01-01,C09,3.0,389000.0,400000.0,7.4,2.8,33393.91068,262.182,2641.687163,34801.0,36.8,45261.0,68.6,65.0,4882618.0,1457.0,511.0
36,2001-02-01,C04,18.0,300388.0,207500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
37,2001-02-01,C06,2.0,181950.0,181950.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
38,2001-02-01,C07,31.0,221402.0,205500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
39,2001-02-01,C08,68.0,234123.0,222500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
40,2001-02-01,E03,21.0,129676.0,121000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
41,2001-02-01,C09,12.0,285550.0,292500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
42,2001-02-01,C11,17.0,133529.0,125000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
43,2001-02-01,C15,28.0,223736.0,154000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
44,2001-02-01,C13,18.0,191494.0,201450.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
45,2001-02-01,C14,38.0,227379.0,222500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
46,2001-02-01,E01,4.0,147825.0,162900.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
47,2001-02-01,C10,9.0,204556.0,174900.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
48,2001-02-01,C01,81.0,255641.0,202500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
49,2001-02-01,All,732.0,189990.7036,NA,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
50,2001-02-01,C03,3.0,304833.0,300000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
51,2001-02-01,C12,3.0,209400.0,212000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
52,2001-02-01,C02,15.0,283460.0,222000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
53,2001-02-01,E02,7.0,216986.0,225000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
54,2001-02-01,E04,21.0,127281.0,128000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
55,2001-02-01,W09,17.0,109021.0,100000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
56,2001-02-01,E07,24.0,157669.0,154800.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
57,2001-02-01,E08,38.0,138987.0,129500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
58,2001-02-01,E09,34.0,151349.0,148000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
59,2001-02-01,E10,2.0,122500.0,122500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
60,2001-02-01,E11,28.0,120079.0,123450.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
61,2001-02-01,E05,48.0,170740.0,149800.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
62,2001-02-01,W01,8.0,179875.0,174250.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
63,2001-02-01,E06,0.0,0.0,0.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
64,2001-02-01,W04,13.0,125900.0,123000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
65,2001-02-01,W05,27.0,104307.0,101500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
66,2001-02-01,W06,26.0,238435.0,205250.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
67,2001-02-01,W07,7.0,150400.0,136000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
68,2001-02-01,W08,23.0,165961.0,145000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
69,2001-02-01,W02,4.0,226500.0,227000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
70,2001-02-01,W10,30.0,129465.0,130500.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
71,2001-02-01,W03,7.0,143214.0,138000.0,7.25,3.274301953,33414.60595,258.25,2474.819966,37662.09142,36.82014705,45261.0,68.6,64.2,4894687.054,946.0,227.0
72,2001-03-01,C14,46.0,228917.0,227900.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
73,2001-03-01,C13,28.0,209425.0,187500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
74,2001-03-01,C12,5.0,316978.0,327900.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
75,2001-03-01,C11,17.0,119521.0,102000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
76,2001-03-01,C10,15.0,281127.0,240000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
77,2001-03-01,C09,14.0,352744.0,341750.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
78,2001-03-01,C08,99.0,222658.0,200000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
79,2001-03-01,C03,5.0,443000.0,396000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
80,2001-03-01,C06,3.0,192333.0,192000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
81,2001-03-01,C04,14.0,242481.0,224750.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
82,2001-03-01,E03,36.0,136511.0,131000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
83,2001-03-01,W08,30.0,208533.0,183500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
84,2001-03-01,W09,18.0,142611.0,112000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
85,2001-03-01,C15,25.0,190500.0,167000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
86,2001-03-01,C07,37.0,212086.0,199000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
87,2001-03-01,E01,2.0,184900.0,184900.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
88,2001-03-01,All,925.0,191476.2205,NA,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
89,2001-03-01,W10,60.0,123301.0,125375.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
90,2001-03-01,E02,5.0,172530.0,175000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
91,2001-03-01,C02,20.0,330015.0,283500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
92,2001-03-01,W07,4.0,182500.0,174500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
93,2001-03-01,W06,24.0,240521.0,232500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
94,2001-03-01,W05,33.0,105889.0,115000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
95,2001-03-01,W04,22.0,124855.0,127000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
96,2001-03-01,W03,9.0,145178.0,149000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
97,2001-03-01,W02,2.0,272500.0,272500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
98,2001-03-01,E04,24.0,132371.0,132000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
99,2001-03-01,E11,28.0,125289.0,131500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
100,2001-03-01,E10,2.0,100000.0,100000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
101,2001-03-01,E09,45.0,153911.0,157500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
102,2001-03-01,E08,36.0,141428.0,131000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
103,2001-03-01,E07,36.0,155511.0,153500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
104,2001-03-01,E06,4.0,181000.0,171000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
105,2001-03-01,E05,44.0,171636.0,164500.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
106,2001-03-01,C01,123.0,237277.0,210000.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
107,2001-03-01,W01,10.0,158450.0,166250.0,6.75,3.523190841,33421.15412,250.7975,1999.363187,39796.62476,36.839195169999996,45261.0,69.0,64.7,4905287.46,1015.0,387.0
108,2001-04-01,W06,28.0,250446.0,211000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
109,2001-04-01,W04,13.0,108154.0,108500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
110,2001-04-01,W03,4.0,142088.0,155175.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
111,2001-04-01,W02,0.0,0.0,0.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
112,2001-04-01,W05,28.0,112429.0,118500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
113,2001-04-01,E11,25.0,126404.0,131000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
114,2001-04-01,E10,2.0,102150.0,102150.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
115,2001-04-01,E06,3.0,176967.0,174000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
116,2001-04-01,E08,33.0,137585.0,131500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
117,2001-04-01,E07,43.0,151311.0,151000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
118,2001-04-01,W01,18.0,201556.0,181000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
119,2001-04-01,E04,20.0,131008.0,123250.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
120,2001-04-01,W07,2.0,162250.0,162250.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
121,2001-04-01,All,836.0,189802.6914,NA,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
122,2001-04-01,E09,45.0,158727.0,156500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
123,2001-04-01,W08,22.0,179923.0,158250.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
124,2001-04-01,W09,36.0,140558.0,118250.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
125,2001-04-01,E05,50.0,183122.0,172000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
126,2001-04-01,W10,52.0,126374.0,128000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
127,2001-04-01,C15,24.0,193877.0,152000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
128,2001-04-01,C14,58.0,233457.0,229500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
129,2001-04-01,C13,17.0,219206.0,195000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
130,2001-04-01,C12,4.0,292475.0,298200.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
131,2001-04-01,C11,18.0,139072.0,123500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
132,2001-04-01,C10,17.0,249771.0,245000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
133,2001-04-01,C09,8.0,324188.0,336250.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
134,2001-04-01,E01,1.0,97500.0,97500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
135,2001-04-01,C07,20.0,211240.0,201500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
136,2001-04-01,C06,2.0,173500.0,173500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
137,2001-04-01,C04,22.0,241222.0,199745.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
138,2001-04-01,C03,4.0,603750.0,612500.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
139,2001-04-01,C02,11.0,387273.0,334000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
140,2001-04-01,C01,104.0,243987.0,206000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
141,2001-04-01,E02,4.0,170725.0,169200.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
142,2001-04-01,E03,34.0,134719.0,129000.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
143,2001-04-01,C08,64.0,209607.0,193900.0,6.625,3.6,33411.95797,247.6,1929.581512,41662.0,36.86122612,45261.0,69.2,65.0,4916690.735,1503.0,1151.0
144,2001-05-01,C07,31.0,225139.0,205000.0,6.45,3.475476383,33549.86515,254.802,2178.740467,42969.07156,36.88348887,45261.0,69.6,65.4,4927393.091,1810.0,175.0
145,2001-05-01,C08,72.0,206926.0,190500.0,6.45,3.475476383,33549.86515,254.802,2178.740467,42969.07156,36.88348887,45261.0,69.6,65.4,4927393.091,1810.0,175.0
146,2001-05-01,C09,4.0,322500.0,347500.0,6.45,3.475476383,33549.86515,254.802,2178.740467,42969.07156,36.88348887,45261.0,69.6,65.4,4927393.091,1810.0,175.0
147,2001-05-01,C10,28.0,256866.0,278500.0,6.45,3.475476383,33549.86515,254.802,2178.740467,42969.07156,36.88348887,45261.0,69.6,65.4,4927393.091,1810.0,175.0
148,2001-05-01,E05,52.0,185219.0,167500.0,6.45,3.475476383,33549.86515,254.802,2178.740467,42969.07156,36.88348887,45261.0,69.6,65.4,4927393.091,1810.0,175.0
149,2001-05-01,C12,6.0,301467.0,315500.0,6.45,3.475476383,33549.86515,254.802,2178.740467,42969.07156,36.88348887,45261.0,69.6,65.4,4927393.091,1810.0,175.0
150,2001-05-01,C13,24.0,201829.0,182000.0,6.45,3.475476383,33549.86515,254.802,2178.740467,42969.07156,36.88348887,45261.0,69.6,65.4,4927393.091,1810.0,175.0
151,2001-05-01,E02,4.0,189350.0,176500.0,6.45,3.475476383,33549.86515,254.802,2178.740467,42969.07156,36.88348887,45261.0,69.6,65.4,4927393.091,1810.0,175.0
